id_estacao,data,temp_max,temp_min,precipitacao_mm,umidade
E005,2023-12-09,30.8,25.9,6.2,92
C003,2023-02-13,33.1,19.7,19.4,79
D004,2023-08-17,20.5,8.8,0.0,48
D004,2023-03-26,22.9,14.8,0.0,80
E005,2023-01-01,36.7,31.4,0.0,92
A001,2023-03-04,22.8,9.3,0.0,73
E005,2023-02-21,35.8,31.4,0.0,95
E005,2023-04-06,29.9,23.1,14.3,79
C003,2023-09-30,34.7,20.3,0.0,82
A001,2023-03-24,31.8,25.2,0.0,44
B002,2023-07-06,22.0,12.3,0.0,66
D004,2023-10-05,21.4,15.7,0.0,40
C003,2023-09-18,31.8,17.1,10.6,64
A001,2023-02-10,32.5,22.1,13.7,74
C003,2023-01-18,20.9,9.0,17.3,84
B002,2023-06-11,20.6,9.2,0.0,83
B002,2023-10-07,23.1,13.8,14.5,69
E005,2023-11-09,35.1,27.4,0.0,91
C003,2023-09-06,32.8,25.5,0.0,39
B002,2023-09-06,22.0,10.2,0.0,78
E005,2023-12-20,35.4,30.1,0.0,91
A001,2023-06-09,27.5,21.7,24.0,76
C003,2023-01-15,32.2,20.9,3.7,72
D004,2023-08-22,26.6,16.7,0.0,54
D004,2023-01-23,34.9,24.5,0.0,69
E005,2023-01-31,34.8,29.2,0.0,78
D004,2023-04-08,30.9,16.8,0.0,44
A001,2023-07-31,22.8,16.7,0.0,63
A001,2023-07-21,28.9,14.3,0.0,55
D004,2023-06-20,31.5,20.3,22.7,59
A001,2023-09-17,29.1,19.9,0.0,55
D004,2023-05-19,31.8,25.7,5.3,42
C003,2023-04-23,25.7,20.3,24.2,52
E005,2023-02-05,30.1,24.5,0.0,88
C003,2023-11-26,25.3,13.2,0.0,46
E005,2023-06-28,37.5,33.3,7.5,92
E005,2023-10-06,30.1,22.6,0.0,87
D004,2023-07-21,22.4,15.0,0.0,72
D004,2023-11-14,28.3,19.4,0.0,49
E005,2023-11-22,32.4,26.9,0.0,91
A001,2023-01-03,27.9,17.2,0.0,45
B002,2023-10-01,32.6,23.3,0.0,62
E005,2023-09-18,35.9,29.5,0.5,76
A001,2023-04-29,21.8,15.9,0.0,72
C003,2023-10-14,23.8,10.0,0.0,53
A001,2023-07-10,24.3,13.1,0.0,53
C003,2023-09-03,22.5,10.3,0.0,63
C003,2023-09-17,34.4,21.6,0.0,65
B002,2023-02-10,24.6,18.8,0.0,42
E005,2023-05-15,35.0,29.1,13.2,90
E005,2023-05-20,28.9,24.2,5.5,81
C003,2023-10-09,25.0,11.6,0.0,76
D004,2023-07-25,29.9,17.5,0.9,30
D004,2023-03-05,23.9,9.0,4.6,85
A001,2023-01-22,23.4,18.0,0.0,61
B002,2023-03-29,26.0,16.0,0.0,36
B002,2023-09-29,21.7,15.8,1.3,83
C003,2023-07-25,23.7,17.4,0.0,59
C003,2023-06-22,21.4,14.4,0.0,59
D004,2023-03-30,30.7,16.1,0.0,65
D004,2023-08-03,20.6,5.9,13.6,36
D004,2023-02-25,24.0,15.7,18.7,35
A001,2023-10-15,22.6,15.3,17.1,57
D004,2023-02-26,23.5,18.4,0.0,50
B002,2023-04-29,24.7,13.8,0.0,78
B002,2023-06-30,32.9,22.6,6.1,68
B002,2023-11-30,21.8,12.9,0.0,60
B002,2023-10-27,30.4,24.5,0.0,66
D004,2023-04-27,33.9,20.5,23.2,78
A001,2023-08-27,24.0,17.7,0.0,39
E005,2023-01-25,31.7,24.0,0.0,83
E005,2023-09-28,30.4,24.6,0.0,76
C003,2023-07-21,29.5,22.0,0.0,63
C003,2023-07-20,21.0,13.0,0.0,62
C003,2023-10-17,21.8,8.8,0.0,69
D004,2023-04-02,29.6,17.7,24.7,40
D004,2023-10-26,23.5,17.3,19.5,81
E005,2023-03-29,32.2,28.0,0.0,83
D004,2023-04-04,29.6,20.5,0.0,71
B002,2023-09-06,32.0,24.4,0.0,45
D004,2023-08-04,26.3,14.8,9.6,31
B002,2023-04-07,27.2,16.1,0.0,52
B002,2023-10-01,26.9,16.3,13.1,59
B002,2023-12-26,34.4,28.0,0.0,51
B002,2023-01-02,23.3,14.8,0.0,77
D004,2023-03-02,31.7,17.6,0.0,48
A001,2023-12-25,23.4,15.0,0.0,66
C003,2023-01-20,24.4,15.3,0.0,57
D004,2023-12-22,25.9,20.3,0.6,39
C003,2023-10-02,25.7,16.0,7.5,51
A001,2023-03-22,30.9,23.1,5.5,85
D004,2023-07-14,25.3,20.0,0.0,40
B002,2023-04-05,27.3,15.8,24.1,77
C003,2023-06-16,34.1,26.8,0.0,40
C003,2023-12-24,25.1,18.2,0.0,81
A001,2023-11-29,21.2,7.2,0.0,84
B002,2023-10-30,33.3,20.3,0.0,54
A001,2023-02-04,21.4,9.7,20.4,83
B002,2023-10-08,29.4,15.2,0.0,72
C003,2023-09-27,21.4,10.5,0.0,68
B002,2023-12-09,27.0,21.3,1.0,36
C003,2023-05-24,30.7,25.4,0.0,57
C003,2023-11-30,23.8,11.5,0.0,63
E005,2023-01-19,33.0,29.3,0.0,91
D004,2023-08-05,29.8,22.4,0.0,37
D004,2023-07-10,21.6,8.5,0.0,65
A001,2023-09-30,25.8,11.6,24.4,38
A001,2023-11-06,28.1,21.5,0.0,54
A001,2023-06-22,29.5,21.1,0.0,57
C003,2023-01-01,29.5,16.9,0.0,49
C003,2023-07-27,33.5,26.0,0.0,83
C003,2023-09-06,25.5,12.6,0.0,52
E005,2023-10-18,32.0,28.9,0.0,72
B002,2023-12-13,22.7,13.2,0.0,61
B002,2023-12-08,26.5,17.6,23.8,78
B002,2023-11-25,24.9,10.0,10.2,49
C003,2023-04-24,28.4,21.8,0.0,80
B002,2023-09-26,30.8,16.4,0.0,33
C003,2023-03-27,22.5,12.0,0.0,33
C003,2023-07-27,28.4,21.0,0.0,57
E005,2023-02-02,30.2,26.2,0.0,84
C003,2023-05-16,29.5,22.5,0.0,51
C003,2023-04-16,31.3,21.4,0.0,30
E005,2023-03-09,32.1,27.9,0.0,76
C003,2023-04-08,32.9,27.9,0.0,42
D004,2023-09-26,29.2,17.9,0.0,63
C003,2023-10-15,33.6,27.2,0.0,70
C003,2023-09-09,23.6,18.3,0.0,59
B002,2023-11-04,34.4,20.7,0.0,35
E005,2023-06-21,30.1,23.6,0.0,84
E005,2023-01-26,28.6,24.4,0.0,85
A001,2023-08-06,26.4,12.0,0.0,78
A001,2023-07-27,32.6,21.3,7.6,67
B002,2023-10-12,20.6,11.2,0.0,74
E005,2023-11-04,32.1,27.7,3.3,94
E005,2023-12-12,30.7,26.6,12.4,94
C003,2023-02-09,26.2,17.5,0.0,71
B002,2023-03-02,23.6,12.2,0.0,69
C003,2023-12-08,25.6,15.9,0.0,72
C003,2023-11-23,32.8,19.6,0.0,39
A001,2023-05-02,21.0,9.1,0.0,70
C003,2023-11-05,32.3,25.7,0.0,83
E005,2023-06-28,28.3,21.8,0.0,77
D004,2023-02-26,33.1,24.9,0.0,78
A001,2023-04-08,27.0,15.1,0.0,43
D004,2023-08-31,21.4,12.9,10.1,68
A001,2023-10-13,22.5,14.7,8.0,72
B002,2023-10-14,23.5,18.4,17.2,35
C003,2023-05-22,31.0,22.4,0.0,74
E005,2023-02-12,31.6,24.7,0.0,72
B002,2023-10-01,22.1,15.5,0.0,61
D004,2023-01-29,25.5,15.7,0.0,68
A001,2023-06-01,22.4,15.1,0.0,63
A001,2023-01-03,34.3,27.7,0.0,36
A001,2023-11-30,33.4,24.2,0.0,51
D004,2023-06-30,33.6,24.3,16.3,55
E005,2023-06-19,33.4,26.9,20.9,73
E005,2023-08-12,30.7,25.6,0.0,93
A001,2023-03-02,28.5,22.5,19.4,71
C003,2023-03-25,28.5,17.9,0.0,67
C003,2023-01-07,22.5,10.6,0.0,81
C003,2023-02-21,22.7,17.4,0.0,77
B002,2023-02-07,30.7,17.3,0.0,68
C003,2023-09-09,33.1,18.6,9.1,44
C003,2023-09-02,22.1,14.8,12.9,59
B002,2023-08-01,34.0,23.0,22.1,41
B002,2023-12-07,28.3,14.4,21.1,31
D004,2023-03-10,28.2,17.5,0.0,32
A001,2023-04-27,30.2,19.4,0.0,67
A001,2023-05-01,34.4,24.5,0.0,56
E005,2023-05-15,34.9,27.1,0.0,76
E005,2023-11-25,34.4,30.9,0.0,83
E005,2023-05-01,36.2,28.7,0.0,72
C003,2023-10-08,33.3,19.4,20.9,81
B002,2023-05-17,34.4,27.8,0.0,67
D004,2023-03-15,29.0,14.5,0.0,51
B002,2023-02-18,25.1,19.6,0.0,56
C003,2023-09-08,33.0,25.5,0.0,57
D004,2023-01-25,34.4,20.4,0.0,78
D004,2023-05-05,32.6,19.1,0.0,69
E005,2023-03-29,34.4,31.1,0.0,75
C003,2023-12-19,33.0,23.1,0.0,85
B002,2023-04-30,33.5,24.4,0.0,42
D004,2023-03-13,35.0,29.9,24.7,34
B002,2023-10-11,30.9,21.3,0.0,38
E005,2023-12-20,36.6,29.8,0.0,91
D004,2023-06-14,24.8,13.9,0.0,54
E005,2023-02-12,30.4,22.6,0.0,79
B002,2023-07-03,27.6,15.9,11.5,83
A001,2023-10-27,24.9,10.0,20.3,54
C003,2023-10-09,25.7,10.8,14.6,63
C003,2023-11-24,29.7,16.3,0.0,69
B002,2023-03-03,32.3,20.5,15.3,35
C003,2023-07-11,31.9,25.8,0.0,63
B002,2023-10-28,23.1,9.6,0.0,43
C003,2023-01-27,24.8,13.0,21.0,50
C003,2023-10-29,32.0,25.6,0.0,48
C003,2023-05-11,32.7,23.7,10.8,59
D004,2023-03-04,24.8,15.2,0.0,69
E005,2023-02-06,34.9,31.5,0.0,71
D004,2023-12-24,34.2,20.9,4.1,53
E005,2023-02-12,34.1,29.8,0.0,88
A001,2023-07-15,26.2,12.8,0.0,33
B002,2023-07-24,31.5,24.3,0.0,51
C003,2023-11-04,34.7,28.9,11.4,74
A001,2023-09-25,21.3,14.9,18.9,72
E005,2023-06-26,36.6,29.7,4.1,88
A001,2023-01-06,26.9,21.6,24.8,81
C003,2023-12-23,31.6,24.0,5.1,80
A001,2023-07-07,32.6,19.6,10.9,43
B002,2023-06-30,32.7,21.0,0.0,62
D004,2023-11-13,24.5,10.4,12.3,55
C003,2023-03-05,29.0,17.2,0.0,56
B002,2023-01-03,29.4,24.3,0.0,70
E005,2023-05-19,32.0,26.9,0.0,73
A001,2023-07-13,24.9,15.3,0.0,34
C003,2023-08-01,34.7,29.6,0.0,42
A001,2023-01-11,23.8,17.3,18.2,67
B002,2023-03-28,31.1,23.1,16.7,84
D004,2023-08-24,24.6,12.8,0.0,72
C003,2023-06-26,21.2,8.4,0.0,42
E005,2023-06-29,36.6,32.9,0.0,86
D004,2023-07-27,32.2,26.5,0.0,56
B002,2023-05-18,24.7,16.5,0.0,38
E005,2023-12-19,29.5,24.0,0.0,93
B002,2023-02-15,20.4,6.5,0.0,63
B002,2023-03-17,28.7,18.4,0.0,40
E005,2023-03-19,30.0,24.0,0.0,74
E005,2023-06-14,32.8,29.8,0.0,76
B002,2023-12-15,34.0,21.1,0.0,40
A001,2023-09-21,28.3,20.4,6.0,33
C003,2023-09-20,24.5,11.6,0.0,82
D004,2023-09-16,34.1,27.9,0.0,51
A001,2023-02-28,29.0,16.7,0.0,52
C003,2023-03-25,23.3,11.5,0.0,66
A001,2023-03-18,25.7,12.6,0.0,41
B002,2023-12-23,25.1,15.5,13.1,68
E005,2023-12-29,31.4,24.7,0.0,92
C003,2023-06-06,20.3,10.7,8.1,85
E005,2023-07-23,29.5,25.2,0.0,76
A001,2023-05-13,24.2,17.9,0.0,30
A001,2023-02-12,33.4,26.9,4.6,51
A001,2023-05-03,25.1,12.5,16.9,36
D004,2023-05-05,32.6,20.7,18.2,62
E005,2023-04-04,31.7,25.7,0.0,90
D004,2023-05-07,30.1,16.2,22.7,63
C003,2023-10-31,28.4,14.8,0.0,57
A001,2023-10-07,23.3,18.2,0.0,84
B002,2023-09-16,29.1,14.6,0.0,60
A001,2023-12-12,24.2,19.0,0.0,64
A001,2023-10-27,31.0,18.6,0.0,46
D004,2023-06-07,28.1,15.5,0.0,39
A001,2023-11-10,28.5,18.2,0.0,47
B002,2023-07-28,20.8,15.4,0.0,59
A001,2023-03-21,23.6,15.1,0.0,60
C003,2023-10-16,25.8,19.6,0.0,70
B002,2023-01-05,31.6,18.8,0.0,61
C003,2023-01-31,23.6,11.2,11.7,40
A001,2023-01-21,20.7,9.0,0.0,81
A001,2023-01-16,23.7,10.1,7.4,49
E005,2023-06-14,34.6,31.3,0.0,89
E005,2023-12-14,36.0,31.5,0.0,87
A001,2023-02-12,25.0,10.3,0.0,31
E005,2023-07-15,36.5,29.7,0.0,92
E005,2023-01-29,28.6,21.6,0.0,71
E005,2023-07-17,36.3,32.2,1.5,94
A001,2023-11-04,34.2,25.3,0.0,42
E005,2023-08-05,34.8,29.6,15.2,88
B002,2023-03-17,34.3,19.9,18.0,83
B002,2023-01-14,23.7,10.7,0.0,48
C003,2023-02-01,22.1,15.5,23.5,64
A001,2023-06-10,29.5,23.7,0.0,70
C003,2023-09-01,31.1,20.2,0.0,66
D004,2023-12-07,29.6,15.7,0.0,77
E005,2023-11-10,30.8,25.5,15.2,90
B002,2023-08-07,31.5,20.0,16.4,41
A001,2023-03-28,25.8,11.5,23.8,33
B002,2023-08-25,29.1,15.5,0.0,49
B002,2023-04-01,27.2,21.4,0.0,80
B002,2023-01-25,32.2,24.3,0.0,69
C003,2023-10-21,34.8,26.1,0.0,80
A001,2023-02-14,23.4,8.9,0.0,31
D004,2023-10-03,24.6,16.1,0.0,35
B002,2023-12-07,32.9,20.6,20.9,64
E005,2023-12-16,36.8,31.8,0.0,91
C003,2023-12-06,25.3,18.6,0.0,36
E005,2023-11-04,31.4,23.8,0.0,91
D004,2023-12-06,27.7,18.7,0.0,34
B002,2023-07-21,26.8,15.7,9.6,35
C003,2023-01-26,23.0,14.3,0.0,83
C003,2023-06-23,34.1,26.1,0.0,66
D004,2023-01-20,22.6,16.1,1.7,49
E005,2023-07-07,35.6,31.3,0.0,83
D004,2023-10-12,26.0,19.0,0.0,78
E005,2023-03-04,28.3,22.9,0.0,85
B002,2023-08-31,20.2,11.8,5.5,58
D004,2023-02-04,22.6,17.2,4.5,38
D004,2023-10-22,30.9,20.6,22.3,81
A001,2023-02-15,29.2,14.9,0.0,69
E005,2023-04-12,32.9,28.0,0.0,70
B002,2023-09-19,24.8,16.6,15.7,60
B002,2023-04-02,23.5,8.6,13.8,67
A001,2023-05-24,24.6,19.1,0.0,45
C003,2023-12-25,33.1,25.9,0.0,68
E005,2023-06-20,30.3,22.7,0.0,81
C003,2023-04-29,30.9,19.1,0.0,37
D004,2023-09-04,31.1,23.6,0.0,34
B002,2023-11-28,23.7,17.6,0.0,34
C003,2023-03-14,31.8,26.7,4.1,61
B002,2023-06-04,24.7,14.6,0.0,39
B002,2023-02-16,32.3,23.6,14.2,33
C003,2023-11-13,33.1,22.4,0.0,33
B002,2023-01-03,25.9,15.3,0.0,66
D004,2023-12-13,33.1,18.6,0.0,56
E005,2023-12-25,31.1,23.4,0.0,81
E005,2023-07-21,28.6,22.7,0.0,81
B002,2023-02-07,28.2,15.2,0.0,79
B002,2023-10-04,33.5,23.6,0.0,41
E005,2023-03-23,37.2,32.9,0.0,95
E005,2023-08-30,30.1,24.5,4.0,83
A001,2023-07-23,32.9,21.3,0.0,81
A001,2023-12-27,23.2,12.5,0.0,55
A001,2023-09-14,25.8,19.6,0.0,64
A001,2023-05-23,31.4,18.9,0.0,54
C003,2023-10-06,23.3,14.4,0.0,72
B002,2023-12-30,24.7,10.8,0.0,42
E005,2023-10-21,29.8,25.2,0.0,95
D004,2023-11-22,33.4,26.2,0.0,42
C003,2023-07-23,33.5,21.7,0.0,75
D004,2023-12-07,25.8,16.8,10.8,79
A001,2023-10-12,25.8,18.9,13.4,41
B002,2023-05-30,21.2,15.6,0.0,33
E005,2023-10-26,31.7,24.1,0.0,83
C003,2023-03-14,27.4,12.6,0.0,30
D004,2023-09-01,27.6,18.5,0.0,70
B002,2023-06-28,29.7,19.8,0.0,58
A001,2023-03-12,27.3,18.3,0.0,41
A001,2023-12-22,28.7,15.5,0.0,83
B002,2023-08-18,26.8,12.2,0.0,74
A001,2023-10-08,28.7,17.3,0.0,73
B002,2023-06-19,23.2,10.9,0.0,51
B002,2023-11-12,34.7,23.2,9.5,35
A001,2023-07-20,20.7,10.7,14.9,76
D004,2023-03-19,32.6,17.7,0.0,59
E005,2023-05-07,34.2,30.0,4.3,95
C003,2023-04-02,25.7,19.7,17.6,81
A001,2023-05-03,30.6,18.6,22.9,44
D004,2023-11-02,34.2,23.6,0.0,49
B002,2023-11-29,26.9,21.0,0.0,35
C003,2023-07-21,21.3,11.6,0.0,65
D004,2023-02-01,28.0,18.8,0.0,76
B002,2023-10-16,23.6,12.3,0.0,71
B002,2023-02-04,26.2,20.9,10.5,76
B002,2023-01-19,32.9,22.2,22.2,64
A001,2023-09-19,34.2,24.6,0.0,30
C003,2023-05-17,31.6,18.2,0.0,42
A001,2023-11-11,32.3,23.9,0.0,71
E005,2023-06-16,33.2,29.5,0.0,71
E005,2023-06-27,36.3,28.6,0.0,76
A001,2023-09-21,34.6,29.1,0.0,82
A001,2023-12-19,32.5,22.6,0.0,55
B002,2023-03-21,29.4,15.5,0.0,56
B002,2023-08-06,26.7,12.3,14.5,42
D004,2023-02-14,34.9,21.2,1.5,67
A001,2023-04-02,33.6,25.0,0.0,71
D004,2023-12-12,26.5,13.4,0.0,76
C003,2023-02-07,25.5,13.1,0.0,84
D004,2023-03-04,20.4,5.5,0.0,55
A001,2023-08-13,28.4,15.9,18.9,50
E005,2023-06-21,31.0,24.4,0.0,78
E005,2023-05-25,35.7,28.1,0.0,75
C003,2023-05-08,33.0,24.7,0.0,33
A001,2023-12-23,20.3,14.3,0.0,31
C003,2023-01-17,26.6,14.5,7.4,41
C003,2023-05-14,30.7,18.5,0.0,43
A001,2023-02-14,20.8,6.4,0.0,60
A001,2023-09-23,20.3,13.1,0.0,55
C003,2023-05-08,26.6,21.3,0.0,43
B002,2023-03-08,24.0,15.0,0.0,42
A001,2023-07-02,27.7,20.4,0.0,62
A001,2023-09-29,26.7,12.8,0.0,62
D004,2023-09-17,31.1,17.5,13.4,36
B002,2023-06-26,24.5,18.7,0.0,43
E005,2023-11-02,37.0,31.9,0.0,90
D004,2023-12-15,31.9,20.5,0.0,37
A001,2023-02-24,21.8,7.7,0.0,46
D004,2023-04-15,27.6,21.1,0.0,35
D004,2023-01-27,34.2,27.6,0.0,68
A001,2023-02-15,23.8,13.6,0.0,45
A001,2023-12-22,21.5,11.1,0.0,44
A001,2023-06-03,20.1,12.4,2.4,71
D004,2023-10-01,28.0,17.6,0.0,47
A001,2023-11-30,20.3,11.7,0.0,46
D004,2023-05-23,33.1,19.4,13.6,85
B002,2023-09-23,30.8,15.8,0.0,45
E005,2023-03-19,34.1,26.5,0.0,73
B002,2023-07-07,34.8,28.0,1.3,44
E005,2023-02-25,35.2,31.5,12.1,94
B002,2023-09-16,25.8,20.1,0.0,71
C003,2023-08-11,23.0,17.6,0.0,67
C003,2023-11-17,27.3,21.4,0.0,41
B002,2023-10-08,33.4,26.0,0.0,73
B002,2023-03-23,23.4,9.6,0.0,33
D004,2023-06-21,21.3,10.7,0.0,70
A001,2023-07-21,24.4,12.9,17.9,79
E005,2023-01-20,28.4,24.3,0.0,88
B002,2023-02-25,21.3,12.7,0.0,42
C003,2023-02-12,24.4,9.7,0.0,71
D004,2023-08-31,30.9,24.1,0.0,68
A001,2023-11-20,29.1,20.3,0.0,72
E005,2023-10-10,32.6,27.9,0.0,77
B002,2023-05-20,23.5,12.5,0.0,69
B002,2023-02-05,31.7,20.9,0.0,63
B002,2023-06-03,21.9,8.2,0.0,63
A001,2023-10-19,32.4,18.2,0.0,39
D004,2023-01-16,34.6,24.6,0.0,79
A001,2023-01-19,31.5,19.2,0.0,30
C003,2023-01-15,31.5,18.4,15.6,37
E005,2023-12-20,33.3,28.3,0.0,71
D004,2023-06-22,25.7,12.4,0.0,37
B002,2023-08-01,28.3,13.5,0.0,65
B002,2023-09-22,23.4,9.1,0.0,60
A001,2023-04-28,33.3,25.3,0.0,67
C003,2023-10-14,25.8,16.7,0.0,34
B002,2023-11-25,29.0,17.6,0.0,84
E005,2023-03-30,35.8,28.9,0.0,83
C003,2023-02-07,34.0,27.5,20.2,68
E005,2023-11-07,28.3,23.4,0.0,79
D004,2023-10-09,28.6,19.7,12.9,47
A001,2023-07-25,31.9,19.1,0.0,55
E005,2023-09-27,28.9,23.6,14.9,95
A001,2023-11-03,28.9,19.1,24.7,58
E005,2023-07-06,37.4,30.2,8.0,79
D004,2023-06-11,24.8,17.1,0.0,65
D004,2023-09-13,21.9,13.8,9.4,78
C003,2023-05-20,21.9,8.4,18.2,44
D004,2023-06-09,31.8,25.3,0.0,33
B002,2023-11-26,29.2,22.5,0.0,41
B002,2023-12-25,26.0,12.2,0.0,46
B002,2023-07-03,20.2,5.4,0.0,64
D004,2023-02-02,33.9,28.2,0.0,75
B002,2023-01-18,20.3,11.7,17.5,60
D004,2023-10-03,32.4,19.9,0.0,66
E005,2023-02-20,30.9,24.1,0.0,82
A001,2023-10-02,32.8,25.4,0.1,64
B002,2023-09-06,29.8,20.6,0.0,30
D004,2023-11-01,31.6,22.9,0.0,77
A001,2023-03-01,31.9,17.7,0.0,46
E005,2023-11-27,35.6,29.1,12.7,76
A001,2023-08-12,23.6,12.0,0.0,32
D004,2023-05-09,27.5,14.1,0.0,64
B002,2023-03-03,24.5,12.2,0.0,79
B002,2023-04-22,29.4,19.2,0.0,78
E005,2023-06-24,34.4,30.5,0.0,88
A001,2023-11-04,27.5,21.0,0.0,64
E005,2023-02-05,32.9,29.0,0.0,81
E005,2023-09-02,32.3,26.7,0.0,74
B002,2023-03-16,29.0,18.6,0.0,47
D004,2023-01-11,20.6,8.7,0.0,84
E005,2023-07-22,33.1,28.8,0.0,91
D004,2023-09-03,21.9,16.6,0.0,42
D004,2023-09-27,21.6,16.6,0.0,85
B002,2023-12-18,28.9,18.4,0.0,76
E005,2023-02-23,31.2,24.5,0.0,74
A001,2023-12-27,31.0,19.7,6.1,68
E005,2023-09-16,30.4,26.3,0.0,95
A001,2023-11-12,29.8,18.6,5.0,67
A001,2023-09-02,33.3,28.2,0.0,74
E005,2023-12-24,29.3,25.7,8.2,86
A001,2023-06-19,29.9,22.6,20.8,80
E005,2023-04-26,35.9,29.6,0.0,84
B002,2023-10-20,26.3,15.0,0.0,45
D004,2023-01-09,33.2,26.1,0.0,44
B002,2023-07-12,32.1,20.8,4.3,63
C003,2023-02-19,35.0,29.6,15.3,48
C003,2023-01-15,26.5,18.7,0.0,61
C003,2023-12-08,20.2,13.7,0.0,39
B002,2023-06-10,22.9,11.6,14.4,49
D004,2023-08-28,31.5,23.5,0.0,65
C003,2023-06-03,22.8,17.0,0.0,65
C003,2023-02-22,27.1,15.8,19.4,48
A001,2023-11-03,28.1,21.1,4.2,84
B002,2023-05-28,33.4,20.6,0.0,46
B002,2023-07-11,27.7,19.9,0.0,44
B002,2023-04-19,26.4,14.1,0.0,84
A001,2023-08-28,23.5,13.6,0.0,51
A001,2023-11-19,28.3,19.0,0.0,56
E005,2023-05-01,32.7,29.0,8.5,72
E005,2023-02-16,36.5,28.9,0.0,79
D004,2023-06-17,31.1,24.6,4.7,35
E005,2023-03-18,36.4,33.1,16.2,95
D004,2023-10-18,24.4,12.5,0.0,61
B002,2023-08-08,20.3,7.5,0.0,84
A001,2023-12-13,21.7,11.3,0.0,79
C003,2023-03-04,30.6,22.2,0.0,62
B002,2023-06-18,20.7,9.6,13.7,66
B002,2023-06-18,25.1,19.0,0.0,45
B002,2023-02-13,28.5,18.4,0.0,33
A001,2023-09-15,27.5,22.4,0.0,70
C003,2023-01-28,32.7,27.1,0.0,54
C003,2023-11-10,20.7,13.2,0.0,82
B002,2023-11-28,26.7,18.3,0.0,44
E005,2023-05-21,31.8,26.8,0.0,74
D004,2023-10-29,29.2,21.0,0.0,69
A001,2023-04-07,23.4,15.7,0.0,65
D004,2023-06-08,24.6,14.6,0.0,71
D004,2023-03-17,20.6,12.6,0.0,61
C003,2023-09-07,24.3,14.3,16.5,30
B002,2023-10-26,28.6,22.7,0.0,48
C003,2023-12-22,26.5,11.8,0.0,38
E005,2023-07-02,36.7,29.6,0.0,86
C003,2023-01-04,22.1,16.5,0.0,53
A001,2023-10-26,23.4,8.9,0.0,76
B002,2023-10-25,34.5,29.2,0.0,43
C003,2023-08-02,33.0,26.8,0.0,61
A001,2023-03-05,33.7,23.7,5.9,57
E005,2023-09-09,35.6,32.2,0.0,83
A001,2023-05-13,30.8,25.3,0.0,53
C003,2023-08-21,20.9,6.2,0.0,68
C003,2023-10-26,29.4,17.2,0.0,51
C003,2023-08-06,24.9,14.9,18.6,83
C003,2023-04-21,27.0,20.9,0.0,77
B002,2023-09-28,26.3,16.3,0.0,40
D004,2023-06-27,24.0,17.8,0.0,82
A001,2023-06-07,27.5,14.3,0.0,57
A001,2023-01-13,31.9,17.8,0.0,70
A001,2023-01-18,22.8,15.4,15.0,52
B002,2023-08-18,21.8,10.9,0.0,59
E005,2023-08-14,29.6,22.1,0.0,71
C003,2023-02-01,30.3,23.2,4.5,79
B002,2023-02-05,33.3,26.2,0.0,37
C003,2023-10-28,34.8,26.0,11.6,51
A001,2023-10-31,32.1,18.2,0.0,63
E005,2023-04-30,37.1,32.7,24.3,78
B002,2023-07-09,32.8,21.9,5.3,74
C003,2023-05-09,30.7,23.8,10.5,69
B002,2023-08-11,30.6,20.5,0.0,47
B002,2023-05-29,22.9,14.9,0.0,51
D004,2023-07-05,29.4,17.4,0.0,47
B002,2023-05-30,20.2,9.3,0.0,85
A001,2023-05-04,22.6,16.9,0.0,57
B002,2023-01-22,21.6,13.9,0.0,37
D004,2023-12-11,28.1,18.1,3.8,68
A001,2023-08-02,23.8,8.9,0.0,66
C003,2023-11-20,20.6,9.1,0.0,49
E005,2023-04-01,35.6,28.8,0.0,76
C003,2023-09-16,33.0,22.0,15.0,66
A001,2023-04-17,33.6,24.7,10.4,76
E005,2023-05-20,37.0,29.7,0.0,94
C003,2023-05-24,23.3,11.3,0.0,75
D004,2023-04-01,22.7,8.0,0.0,75
D004,2023-01-04,24.0,9.5,0.0,55
E005,2023-09-25,34.6,30.6,10.7,71
E005,2023-04-11,32.3,28.6,9.9,95
A001,2023-05-13,33.4,25.4,12.3,51
E005,2023-11-28,33.1,26.6,0.0,79
E005,2023-11-28,32.4,26.9,0.0,89
E005,2023-08-16,30.0,26.3,0.0,95
D004,2023-10-23,24.4,10.4,0.0,44
E005,2023-04-27,30.1,23.6,0.0,93
A001,2023-05-04,22.4,12.7,0.0,36
D004,2023-06-18,21.3,12.7,0.1,56
A001,2023-03-30,24.3,9.9,0.0,73
C003,2023-07-24,21.4,16.2,0.0,31
A001,2023-02-20,33.9,19.8,0.0,66
A001,2023-07-14,26.1,16.4,0.0,34
C003,2023-08-27,24.6,11.4,0.0,40
B002,2023-07-04,30.2,22.0,0.0,32
A001,2023-06-01,21.6,7.2,0.0,37
C003,2023-06-06,21.3,15.3,0.0,74
A001,2023-05-01,31.4,25.9,0.0,56
C003,2023-12-07,20.0,8.5,0.0,79
A001,2023-03-13,31.9,18.0,4.0,45
B002,2023-05-18,22.7,13.9,0.0,49
D004,2023-06-19,29.1,20.2,15.3,34
D004,2023-01-27,22.7,7.7,0.0,49
E005,2023-12-16,37.3,33.9,11.1,73
E005,2023-12-25,34.2,29.9,0.0,78
A001,2023-09-22,20.3,12.9,0.0,60
A001,2023-07-25,24.2,16.7,0.0,55
D004,2023-12-05,27.3,21.6,5.0,85
A001,2023-04-27,27.3,15.7,0.0,37
